"","Calculate.part.in.proportion.with.fractions","Calculate.total.in.proportion.with.fractions","Choose.operator.in.fractional.identity","Enter.Calculated.value.of.rate","Enter.Calculated.value.of.ratio","Enter.denominator.of.form.of.1","Enter.denominator.of.given.fraction.in.proportion","Enter.denominator.of.given.rate.in.proportion","Enter.denominator.of.given.unit.rate.in.proportion","Enter.given.part.in.proportion","Enter.given.total.in.proportion","Enter.numerator.of.form.of.1","Enter.numerator.of.given.fraction.in.proportion","Enter.numerator.of.given.rate.in.proportion","Enter.numerator.of.given.unit.rate.in.proportion","Enter.part.in.proportion.with.variable","Enter.proportion.label.in.denominator","Enter.proportion.label.in.numerator","Enter.total.in.proportion.with.variable"
"stu_fe427ac7d7",1,1,1,1,1,0.928571428571429,1,1,1,0.9,1,1,0.666666666666667,1,0.8,1,1,0.785714285714286,0.545454545454545
"stu_6c81f799bd",0.666666666666667,1,1,1,1,1,1,1,1,0.75,1,0.571428571428571,0.5,1,1,1,1,1,0.5
"stu_6c3dd2bc19",1,1,1,0.9,1,0.933333333333333,0.6,0.75,0.833333333333333,0.833333333333333,0.857142857142857,0.875,1,1,0.571428571428571,0.666666666666667,0.875,0.866666666666667,1
"stu_d2cff841af",0.857142857142857,0.571428571428571,1,1,1,1,1,0.75,0.666666666666667,1,0.875,1,0.4,0.75,0.666666666666667,0.625,0.9375,0.75,0.875
"stu_781b6b4826.1",1,1,1,1,1,1,0.666666666666667,1,1,1,1,0.4,1,1,1,1,0.6,1,0.5
"stu_6326c7bd66",0.666666666666667,0.666666666666667,1,0.833333333333333,1,0.916666666666667,1,1,0.8,0.666666666666667,0.625,0.6,1,0.375,0.75,0.833333333333333,0.933333333333333,0.857142857142857,0.833333333333333
"stu_9402f548e1",1,0.875,1,1,1,1,0.875,1,1,1,0.857142857142857,0.933333333333333,0.428571428571429,1,0.5,1,1,0.928571428571429,0.857142857142857
"stu_110bffc6fb.1",0.833333333333333,1,1,1,1,0.8,0.777777777777778,0.75,1,0.75,0.833333333333333,0.933333333333333,0.428571428571429,0.666666666666667,1,0.818181818181818,0.875,0.785714285714286,0.75
"stu_b7ff98a6eb.1",0.888888888888889,0.857142857142857,1,0.9,1,0.933333333333333,0.6,0.8,0.666666666666667,1,1,0.785714285714286,1,0.75,1,0.625,0.8125,0.8,1
"stu_7325f28f5b.1",1,1,1,1,0.75,0.888888888888889,0.75,1,1,0.75,0.75,1,1,1,1,0.6,1,0.888888888888889,1
"stu_45380a50be.1",1,0.888888888888889,1,1,1,1,0.888888888888889,1,0.75,1,1,0.857142857142857,0.75,1,0.75,1,1,0.9375,0.666666666666667
"stu_d8108617a5",1,0.833333333333333,1,0.857142857142857,0.8,1,0.8,1,1,1,1,0.916666666666667,0.8,1,0.75,0.833333333333333,0.916666666666667,1,0.666666666666667
"stu_4330a83d62",1,1,1,1,1,1,0.8,1,1,1,1,1,0.6,1,1,1,1,1,0.75
"stu_aa1ebee8c8.2",1,1,1,1,1,0.888888888888889,1,1,1,1,1,0.888888888888889,0.6,1,0.666666666666667,0.8,0.777777777777778,0.777777777777778,1
"stu_929901328f.1",0.833333333333333,0.888888888888889,1,1,1,0.846153846153846,0.777777777777778,1,0.75,0.888888888888889,0.857142857142857,0.866666666666667,0.25,1,0.6,1,1,0.8125,0.666666666666667
"stu_df7fa3a719.1",0.875,1,1,1,0.888888888888889,0.866666666666667,1,0.666666666666667,0.6,0.857142857142857,1,0.8125,0.3,1,0.8,0.666666666666667,0.9375,0.875,1
"stu_e2f1d8e73f",0.8,0.666666666666667,1,1,0.833333333333333,1,0.833333333333333,1,1,0.5,1,1,0.4,1,0.5,0.75,1,1,0.833333333333333
"stu_4c5e48017f",1,0.857142857142857,1,1,1,1,1,1,0.75,1,1,1,0.8,1,1,1,0.916666666666667,0.916666666666667,0.857142857142857
"stu_ed45ec6d21",0,0.5,1,1,1,1,0.888888888888889,1,0.75,0.777777777777778,0.857142857142857,0.357142857142857,0.166666666666667,1,1,0.5,0.875,0.75,0.428571428571429
"stu_c133c2eff6",1,0.857142857142857,1,1,1,0.916666666666667,0.857142857142857,1,1,1,1,0.846153846153846,0.6,1,1,0.6,0.923076923076923,1,0.666666666666667
"stu_9bc0381753.1",0.75,0.833333333333333,1,1,1,1,1,1,1,0.666666666666667,0.75,1,0.75,0.75,0.75,0.5,0.928571428571429,1,0.5
"stu_2aab2f691c",0.8,1,1,1,1,0.818181818181818,0.6,0.75,1,1,1,0.909090909090909,0.75,1,1,0.833333333333333,0.909090909090909,0.909090909090909,0.6
"stu_60a622f686",1,0.666666666666667,1,0.75,0.714285714285714,0.9,0.857142857142857,1,1,0.714285714285714,1,0.9,0.125,1,0.5,0.666666666666667,1,0.818181818181818,0.833333333333333
"stu_e18a227e47.1",1,1,1,1,0.875,0.857142857142857,0.555555555555556,1,0.666666666666667,0.833333333333333,0.571428571428571,0.928571428571429,0.25,1,0.75,0.571428571428571,1,0.866666666666667,0.666666666666667
"stu_e9521e7466",1,0.5,1,1,1,0.875,0.8,1,0.666666666666667,0.875,1,0.7,0.75,1,1,0.75,1,1,1
"stu_e141f11a64.1",0.833333333333333,0.714285714285714,1,1,1,1,1,1,1,1,1,0.846153846153846,0.4,1,0.75,1,0.923076923076923,1,0.571428571428571
"stu_0ff1c59cdb",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,0.25,1
"stu_1010dc8098",0.833333333333333,1,1,1,1,1,1,1,1,1,1,0.916666666666667,0.75,1,0.8,0.666666666666667,1,0.916666666666667,0.666666666666667
"stu_f6aaf9e23b.1",0.8,1,1,1,0.833333333333333,0.777777777777778,0.8,1,0.75,0.727272727272727,1,0.8,0.666666666666667,0.666666666666667,1,0.6,0.875,0.75,1
"stu_f8871391bb",1,0.8,1,1,0.8,1,1,1,0.571428571428571,1,1,0.866666666666667,0.6,0.666666666666667,0.714285714285714,0.444444444444444,1,0.933333333333333,0.8
"stu_813255b1ce",0.5,0.666666666666667,1,1,1,0.714285714285714,0.8,1,0.5,1,0.6,0.642857142857143,0.4,1,0.833333333333333,0.428571428571429,0.538461538461538,0.666666666666667,0.75
"stu_69afd07587",0.8,1,1,0.833333333333333,0.75,0.9,0.6,1,1,1,1,0.7,0.25,1,1,1,0.8,1,0.5
"stu_34cc169953",1,1,1,1,1,1,1,1,0.333333333333333,0.75,1,0.714285714285714,1,1,0.666666666666667,0.666666666666667,0.857142857142857,1,1
"stu_ce8b1efb64",0.571428571428571,0.555555555555556,1,1,1,0.8125,0.833333333333333,0.5,0.75,0.666666666666667,0.714285714285714,0.6875,0.333333333333333,0.5,0.6,0.571428571428571,0.9375,0.9375,0.888888888888889
"stu_0bf7132986",1,0.666666666666667,1,1,1,1,1,1,1,0.666666666666667,1,1,0.5,1,0,0,0.833333333333333,0.833333333333333,0.666666666666667
"stu_4e966cc735.2",1,0.875,1,1,0.833333333333333,0.875,0.571428571428571,1,1,0.666666666666667,0.714285714285714,0.9375,0.5,1,0.75,0.714285714285714,0.941176470588235,0.6,0.888888888888889
"stu_4c6d5cab61",0.75,0.666666666666667,1,0.888888888888889,1,1,0.571428571428571,1,0.75,0.666666666666667,0.75,0.416666666666667,0.2,0.5,0.666666666666667,1,0.5625,0.5625,0.833333333333333
"stu_1e009b8fc8",0.714285714285714,0.777777777777778,1,1,1,1,0.833333333333333,1,0.571428571428571,0.888888888888889,1,0.8125,0.5,1,1,0.714285714285714,0.875,0.6875,0.777777777777778
"stu_a124ee0ac7.1",0.5,0.5,1,1,1,1,1,1,0.5,1,1,1,0.5,1,1,1,0.8,0.75,0.5
"stu_acd336695b",0.8,0.857142857142857,1,1,1,0.9,0.8,1,0.714285714285714,1,0.857142857142857,0.642857142857143,0.8,1,0.666666666666667,0.857142857142857,0.933333333333333,0.933333333333333,0.857142857142857
"stu_1d6192bf6f.1",1,1,1,1,1,1,1,1,0.75,0.9,1,1,0.571428571428571,0.75,1,0.833333333333333,1,0.9375,0.9
"stu_f0c29d9d44",0.857142857142857,0.714285714285714,1,1,0.818181818181818,0.923076923076923,0.545454545454545,1,1,0.857142857142857,0.875,0.857142857142857,0.375,1,0.666666666666667,0.5,0.875,0.857142857142857,0.714285714285714
"stu_e3e7e0112d",0.571428571428571,0.888888888888889,1,1,0.888888888888889,0.875,0.777777777777778,0.666666666666667,0.75,0.888888888888889,0.857142857142857,0.75,0.333333333333333,1,0.75,0.571428571428571,0.9375,0.75,0.888888888888889
"stu_e1e0a70bdf.1",0.857142857142857,0.666666666666667,1,1,1,0.875,0.625,1,0.75,0.888888888888889,1,0.9375,0.5,1,0.75,0.833333333333333,1,0.9375,0.777777777777778
"stu_1ac47ff45c",1,0.6,1,1,1,0.875,0.75,1,1,1,0.75,0.75,1,1,1,0.75,1,1,1
"stu_d02d9da241.2",0.6,1,1,1,0.75,0.777777777777778,0.75,1,1,1,1,0.666666666666667,0.666666666666667,1,1,0.8,1,1,0.75
"stu_391e6a0057.2",0.75,1,1,1,1,1,0.6,1,1,0.875,1,1,0.5,0.75,1,0.75,0.909090909090909,1,0.571428571428571
"stu_f9b4acb7bc.1",0.5,1,1,1,1,0.571428571428571,1,1,0.75,0.666666666666667,0.428571428571429,0.5,0.666666666666667,1,0.5,0.625,1,0.727272727272727,0.666666666666667
"stu_1b87a2e805",0.833333333333333,1,1,1,1,1,0.666666666666667,0.571428571428571,0.666666666666667,1,1,0.846153846153846,1,1,1,0.857142857142857,0.923076923076923,0.916666666666667,0.8
"stu_2d1129be3d",0.75,0.714285714285714,1,1,1,1,0.8,0.75,0.5,0.666666666666667,0.75,0.933333333333333,1,0.75,0.833333333333333,0.375,0.933333333333333,0.866666666666667,0.857142857142857
"stu_995206e79a",0.833333333333333,1,1,1,1,0.857142857142857,0.625,1,1,0.888888888888889,0.833333333333333,0.928571428571429,0.625,1,0.75,0.833333333333333,1,0.933333333333333,0.888888888888889
"stu_d038bc5684",0.625,1,1,1,1,0.823529411764706,1,0.8,0.666666666666667,0.444444444444444,0.75,0.6875,0.6,0.8,0.714285714285714,0.857142857142857,0.882352941176471,0.823529411764706,0.666666666666667
"stu_bf2a0f71c9",0.125,0.75,1,1,0.75,0.933333333333333,1,0.8,1,1,0.833333333333333,0.769230769230769,0.25,0.4,1,0.636363636363636,0.941176470588235,0.470588235294118,0.6
"stu_6f0e94623c.1",0.75,1,1,1,1,0.8,1,1,1,0.833333333333333,1,0.923076923076923,0.75,0.8,0.8,0.75,1,1,0.833333333333333
"stu_52855bc6b6",1,0.666666666666667,1,1,1,0.9,0.666666666666667,0.5,0.5,1,1,0.9,0.333333333333333,1,1,0.75,1,0.9,1
"stu_229d44fc07.1",0.6,1,1,0.714285714285714,0.833333333333333,0.666666666666667,0.8,1,1,1,1,0.666666666666667,0.8,1,1,0.5,1,1,0.666666666666667
"stu_4c017ec7fd",1,1,1,1,0.75,0.933333333333333,0.6,1,0.75,1,1,0.8125,0.666666666666667,1,0.666666666666667,0.833333333333333,1,0.933333333333333,0.75
"stu_1251a7cece",1,1,1,1,1,1,0.666666666666667,1,0.8,0.833333333333333,1,1,0.666666666666667,0.5,0.666666666666667,0.8,0.909090909090909,1,0.5
"stu_88aef2b629",0.8,0.666666666666667,1,1,1,1,0.666666666666667,0,1,0.666666666666667,0.6,0.875,0.333333333333333,1,0.333333333333333,1,1,1,1
"stu_516dc5373b",1,0.9,1,1,0.75,0.9375,0.75,1,0.666666666666667,0.6,1,0.8125,0.5,0.6,1,0.666666666666667,0.9375,0.9375,1
"stu_0ff1c59cdb.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,0.25,1
"stu_b1ae7c5164",0.8,0.833333333333333,1,0.857142857142857,1,0.909090909090909,1,0.666666666666667,0.75,1,0.75,1,0.666666666666667,0.666666666666667,0.75,1,1,0.727272727272727,0.666666666666667
"stu_d3bc722277",0.2,0.5,1,0.833333333333333,0.888888888888889,0.846153846153846,0.833333333333333,0.666666666666667,0.5,0.571428571428571,0.888888888888889,0.692307692307692,0,1,0.5,0.75,0.8125,0.5,0.714285714285714
"stu_4c29b7ac41",1,0.714285714285714,1,1,1,0.928571428571429,0.75,1,0.8,0.75,0.875,0.785714285714286,0.375,1,0.6,1,0.875,0.6875,0.75
"stu_e73af9ea9a",1,0.5,1,1,0.909090909090909,0.933333333333333,0.75,1,1,0.916666666666667,1,0.866666666666667,0.153846153846154,1,0.5,0.75,0.8125,0.6875,0.833333333333333
"stu_c63f64c439.1",0.666666666666667,0.8,1,1,1,0.9,0.777777777777778,1,0.666666666666667,1,0.9,0.6875,0.25,0.666666666666667,1,0.9,0.866666666666667,0.666666666666667,1
"stu_15e76e3ad2",1,1,1,0.833333333333333,0.8,0.727272727272727,0.8,1,0.75,1,1,0.818181818181818,0.6,1,1,1,0.818181818181818,0.818181818181818,0.8
"stu_b839d23278.3",0.75,1,1,1,1,1,0.8,1,1,0.5,0.75,0.428571428571429,0.2,1,0.666666666666667,0.75,0.75,0.75,0.875
"stu_ffcbfa70d7.1",1,0.75,1,0.888888888888889,0.857142857142857,0.866666666666667,0.666666666666667,0.666666666666667,0.8,0.875,1,0.866666666666667,0.428571428571429,1,0.75,1,1,0.8125,1
"stu_fe4df5ed5e.1",1,1,1,1,1,1,0.666666666666667,0.8,0.6,0.5,0.833333333333333,0.9375,0.6,0.8,0.8,0.666666666666667,0.9375,1,0.9
"stu_e55ecf563b",0.9,1,1,1,0.8,0.875,0.833333333333333,0.75,0.571428571428571,0.833333333333333,0.727272727272727,0.9375,0.5,0.75,0.625,0.909090909090909,0.941176470588235,0.941176470588235,1
"stu_2e9c745233",1,0.666666666666667,1,1,1,1,0.8,1,0.5,0.666666666666667,1,1,0.333333333333333,1,1,0.6,1,0.875,1
"stu_cc529b06fa",0.857142857142857,0.75,1,0.9,0.8,1,0.666666666666667,0.75,0.6,1,0.714285714285714,0.933333333333333,0.333333333333333,0.25,0.2,0.714285714285714,1,0.933333333333333,1
"stu_ca85a369b6.1",1,0.875,1,0.888888888888889,1,0.875,0.857142857142857,0.8,0.75,1,1,0.875,0.428571428571429,0.8,1,0.75,1,1,0.857142857142857
"stu_d742d89d42.2",1,0.833333333333333,1,1,1,0.916666666666667,1,1,1,0.833333333333333,1,0.833333333333333,0.833333333333333,1,1,0.666666666666667,1,0.833333333333333,0.833333333333333
"stu_15d720117d",1,1,1,1,1,1,0.5,1,1,0.6,1,1,0.5,1,1,0.666666666666667,1,1,0.6
"stu_b839d23278.4",0.75,1,1,1,1,1,0.8,1,1,0.5,0.75,0.428571428571429,0.2,1,0.666666666666667,0.75,0.75,0.75,0.875
"stu_567576cb94.2",1,0.75,1,1,1,1,0.5,1,1,1,1,1,0.333333333333333,0.5,1,1,0.75,0.75,1
"stu_8ac43157b5",1,1,1,1,1,1,0.75,0.75,1,1,0.857142857142857,1,1,1,0.75,0.857142857142857,0.75,1,0.8
"stu_74636f3026",0.833333333333333,1,1,1,1,1,0.75,1,0.8,1,1,1,0.8,1,0.75,1,1,1,0.8
"stu_082de3abc3.1",0.8,0.8,1,1,1,1,0.444444444444444,0.666666666666667,0.666666666666667,0.857142857142857,0.875,0.6,0.5,1,1,0.875,0.6875,0.8,0.625
"stu_45007cf380.1",0.875,1,1,1,1,0.9,1,1,1,1,0.875,0.727272727272727,0.666666666666667,1,1,0.875,0.833333333333333,0.666666666666667,1
"stu_36bd7c6883",0.857142857142857,1,1,1,1,0.8125,0.75,0.75,0.75,0.875,0.714285714285714,0.875,0.5,1,1,0.625,0.875,0.8,0.875
"stu_662b920f70",0.875,0.666666666666667,1,0.909090909090909,0.6,1,1,0.8,0.8,0.75,1,0.857142857142857,1,1,0.8,1,1,0.9375,1
"stu_28736ec6fd.2",0.7,1,1,1,1,0.933333333333333,1,1,0.8,0.833333333333333,1,0.875,0.571428571428571,1,1,1,0.9375,0.875,1
"stu_ff32c3fb99",0.857142857142857,1,1,1,0.8,1,0.6,0.666666666666667,1,1,1,0.909090909090909,0.5,0.333333333333333,0.666666666666667,0.571428571428571,1,0.909090909090909,0.75
"stu_916103bc68",0.666666666666667,0,1,1,1,1,1,0.666666666666667,0.666666666666667,1,1,0.2,1,0.666666666666667,1,0.666666666666667,0.75,0.5,1
"stu_b5751e2053.1",0.857142857142857,1,1,1,1,1,0.9,1,1,1,0.875,0.6875,0.363636363636364,1,1,0.857142857142857,1,0.8125,0.777777777777778
"stu_df34df5dad.1",0.875,0.625,1,0.916666666666667,1,0.928571428571429,0.8,0.5,0.375,0.571428571428571,0.555555555555556,0.571428571428571,0.2,1,0.444444444444444,0.9,0.941176470588235,0.764705882352941,0.857142857142857
"stu_5fb7faa4c9",1,0.875,1,0.833333333333333,1,1,0.857142857142857,1,1,0.75,1,0.666666666666667,0.4,1,0.333333333333333,0.6,1,0.769230769230769,0.625
"stu_ddf73db3fd.1",0.875,1,1,1,1,1,0.75,1,1,1,0.9,1,0.428571428571429,0.666666666666667,0.6,0.888888888888889,0.875,0.8125,0.8
"stu_601d01cdcb",0.875,0.875,1,1,1,1,0.666666666666667,0.75,0.6,1,1,1,0.6,1,0.833333333333333,0.75,1,0.875,1
"stu_c50c525a24",0.75,1,1,1,1,0.909090909090909,0.5,1,0.5,1,1,0.615384615384615,0.333333333333333,1,1,0.272727272727273,0.666666666666667,0.6,0.5
"stu_e704a93b13",0.625,0.571428571428571,1,1,1,0.866666666666667,0.5,0.666666666666667,1,1,0.714285714285714,0.875,0.5,1,0.5,0.6,1,0.8125,0.428571428571429
"stu_e036a19b15",1,1,1,1,1,1,1,1,0.666666666666667,1,1,0.363636363636364,1,1,1,0.714285714285714,0.875,0.9375,0.875
"stu_b75f44e650.2",0.714285714285714,0.714285714285714,1,1,0.888888888888889,0.7,0.555555555555556,1,1,1,0.875,0.722222222222222,0.333333333333333,0.5,0.666666666666667,0.875,0.941176470588235,0.9375,0.833333333333333
"stu_64e73c7177.1",0.857142857142857,0.777777777777778,1,0.9,1,0.8125,0.833333333333333,1,0.833333333333333,0.666666666666667,0.714285714285714,0.8125,0.5,0.75,1,0.857142857142857,1,0.9375,0.777777777777778
"stu_9fc0247882",0.833333333333333,0.625,1,0.875,1,0.916666666666667,0.875,1,1,1,0.875,0.8,0.285714285714286,1,0.2,0.777777777777778,0.9375,0.823529411764706,0.5
"stu_d70e9062f9",0.2,0.333333333333333,1,0.818181818181818,0.75,1,0.75,1,0.857142857142857,0.714285714285714,1,0.692307692307692,0.5,1,1,0.8,1,0.928571428571429,0.666666666666667
"stu_b0d7d73d74",0.833333333333333,0.875,1,1,1,0.928571428571429,0.5,0.666666666666667,1,1,1,0.461538461538462,0.666666666666667,1,1,0.857142857142857,0.8125,0.866666666666667,0.857142857142857
"stu_c36f3a0c89",1,1,1,1,1,1,0.75,1,0.6,0.857142857142857,0.888888888888889,1,0.5,0.666666666666667,1,0.875,1,1,0.857142857142857
"stu_86217f15cf.1",1,0.888888888888889,1,0.8,0.909090909090909,0.9375,0.909090909090909,0.666666666666667,1,0.9,1,0.875,0.3,0.666666666666667,1,0.833333333333333,0.9375,0.875,0.9
"stu_5c9e0f37ff.1",0.7,1,1,1,1,0.785714285714286,0.4,0,0.5,0.666666666666667,0.5,0.857142857142857,0.166666666666667,0.5,0.5,0.444444444444444,0.9375,1,0.6
"stu_7325f28f5b.2",1,1,1,1,0.75,0.888888888888889,0.75,1,1,0.75,0.75,1,1,1,1,0.6,1,0.888888888888889,1
"stu_c81e7ef5da.1",1,1,1,1,0.9,1,1,1,1,0.666666666666667,0.9,0.9375,0.272727272727273,1,0.75,0.9,1,0.941176470588235,1
"stu_7b7288c830.2",0.75,0.8,1,1,0.777777777777778,1,0.75,1,1,0.6,0.75,0.533333333333333,0.833333333333333,1,0.75,0.666666666666667,0.866666666666667,0.357142857142857,0.833333333333333
"stu_c77258afde",0.9,1,1,0.8,0.857142857142857,1,0.857142857142857,1,0.714285714285714,1,1,1,0.571428571428571,1,0.714285714285714,0.8,0.941176470588235,1,0.857142857142857
"stu_e704a93b13.1",0.625,0.571428571428571,1,1,1,0.866666666666667,0.5,0.666666666666667,1,1,0.714285714285714,0.875,0.5,1,0.5,0.6,1,0.8125,0.428571428571429
"stu_ba7893ce98",0.666666666666667,0.4,1,0.916666666666667,1,1,1,0.666666666666667,1,0.571428571428571,0.714285714285714,0.461538461538462,0.666666666666667,0.6,0.833333333333333,0.444444444444444,0.9375,0.8125,0.714285714285714
"stu_23e36f9d1b",1,1,1,1,1,0.916666666666667,0.833333333333333,0.75,0.8,1,0.875,0.875,0.666666666666667,1,1,1,1,0.9375,1
"stu_669d0491a7.2",1,1,1,1,0.833333333333333,0.846153846153846,0.428571428571429,1,0.5,0.857142857142857,0.833333333333333,1,0.333333333333333,1,1,0.666666666666667,0.923076923076923,0.923076923076923,0.714285714285714
"stu_f2a41dfffb.1",0.6,0.75,1,1,0.666666666666667,0.875,0.666666666666667,1,0.5,0.75,0.75,0.875,1,1,0.5,1,1,0.888888888888889,0.75
"stu_2839db4abf",1,1,1,1,1,1,1,1,1,0.5,1,1,0.5,1,0.5,0.5,1,0.75,0.333333333333333
"stu_1eac3d3850",0.833333333333333,1,1,1,1,0.875,0.625,0.75,0.75,0.9,1,0.9375,0.285714285714286,0.75,1,0.666666666666667,1,1,0.6
"stu_39c38dfbb8",0.625,1,1,1,1,0.928571428571429,0.833333333333333,1,0.8,0.833333333333333,0.875,0.5,0.5,1,0.8,0.75,1,1,0.833333333333333
"stu_14ee0e9774.1",1,1,1,1,0.75,1,1,1,1,1,1,1,0.333333333333333,1,1,1,0.875,1,0.6
"stu_66064ad725.2",0.666666666666667,0.714285714285714,1,1,1,1,1,1,0.333333333333333,0.857142857142857,0.857142857142857,0.416666666666667,0.6,0,1,0.6,0.5,0.666666666666667,0.833333333333333
"stu_5a18c34960",0.6,0.857142857142857,1,1,1,0.9,0.75,0.666666666666667,0.6,0.666666666666667,1,0.75,0.25,1,0.6,0.8,0.916666666666667,0.25,0.714285714285714
"stu_9ded73777b",0.333333333333333,1,1,0.75,1,0.857142857142857,0.75,1,1,0.5,0.4,0.428571428571429,0.75,1,1,0.4,0.666666666666667,0.5,0.333333333333333
"stu_7b57ce72f9",0.875,0.6,1,1,0.714285714285714,0.666666666666667,0.5,0.5,0.333333333333333,0.6,0.714285714285714,0.769230769230769,0.333333333333333,1,0.5,0.428571428571429,1,0.769230769230769,0.6
"stu_bde6c2b3a7",0.9,1,1,1,1,1,0.75,1,0.666666666666667,1,1,0.416666666666667,0.428571428571429,1,1,0.8,1,0.933333333333333,0.833333333333333
"stu_494d755674.1",1,0.875,1,0.875,1,0.9375,0.875,0.6,1,0.875,0.875,0.933333333333333,0.428571428571429,1,1,0.625,0.8125,0.6875,1
"stu_3d6297c3f6",1,1,1,1,1,0.9375,1,1,1,1,1,0.9375,0.571428571428571,0.75,0.75,1,1,0.9375,1
"stu_26b032f535",0.833333333333333,1,1,1,1,0.909090909090909,0.5,1,0.5,1,0.666666666666667,0.818181818181818,0.25,0.333333333333333,1,0.5,1,1,0.6
"stu_cb47c8468d",1,0.857142857142857,1,1,1,1,0.833333333333333,1,0.75,0.857142857142857,1,0.923076923076923,0.5,1,1,0.666666666666667,0.923076923076923,0.923076923076923,1
"stu_f453fa898d",0.666666666666667,0.75,1,1,0.857142857142857,0.777777777777778,0.875,1,1,0.833333333333333,0.9,0.666666666666667,0.8,1,0.75,0.8,0.875,0.875,0.833333333333333
"stu_503b116b86.2",0.714285714285714,0.833333333333333,1,1,1,0.75,0.428571428571429,0.666666666666667,0.666666666666667,0.571428571428571,0.888888888888889,0.571428571428571,0.285714285714286,0.666666666666667,0.666666666666667,0.625,0.8125,0.733333333333333,0.666666666666667
"stu_f48921f080",0.875,1,1,0.875,1,0.923076923076923,0.8,1,0.8,1,0.875,0.923076923076923,0.8,1,1,0.625,0.923076923076923,0.923076923076923,1
"stu_90322ae586.1",0,1,1,1,1,1,0.666666666666667,0.75,1,0.8,0.75,0.666666666666667,0.5,0.25,1,0.25,0.545454545454545,0.818181818181818,0.5
"stu_6c3dd2bc19.1",1,1,1,0.9,1,0.933333333333333,0.6,0.75,0.833333333333333,0.833333333333333,0.857142857142857,0.875,1,1,0.571428571428571,0.666666666666667,0.875,0.866666666666667,1
"stu_37444d36f6",1,1,1,1,1,0.923076923076923,0.714285714285714,0.75,1,0.8,1,0.923076923076923,0.25,1,0.666666666666667,0.857142857142857,0.923076923076923,1,0.666666666666667
"stu_b378bc63e8.1",0.833333333333333,1,1,1,1,0.909090909090909,0.75,1,0.8,0.833333333333333,1,1,0.75,1,0.8,0.833333333333333,1,0.833333333333333,1
"stu_8dc1680fd1.1",0.5,0.875,1,1,1,0.933333333333333,0.4,0.6,0.2,0.571428571428571,1,1,1,0.333333333333333,0.75,0.571428571428571,1,1,0.875
"stu_d0483ab4eb",1,1,1,1,1,0.866666666666667,1,1,1,1,1,0.866666666666667,0.2,0.666666666666667,1,0.875,1,1,0.714285714285714
"stu_a48233bcd9",1,0.7,1,0.923076923076923,1,0.857142857142857,1,0.75,0.625,1,0.8,0.8,1,1,0.428571428571429,0.166666666666667,1,0.933333333333333,0.2
"stu_110bffc6fb.2",0.833333333333333,1,1,1,1,0.8,0.777777777777778,0.75,1,0.75,0.833333333333333,0.933333333333333,0.428571428571429,0.666666666666667,1,0.818181818181818,0.875,0.785714285714286,0.75
"stu_ca749fe022.1",1,1,1,1,1,0.928571428571429,0.888888888888889,1,0.75,1,1,0.8,0.444444444444444,1,1,1,1,0.866666666666667,0.777777777777778
"stu_69493c5673.1",1,1,1,1,1,0.923076923076923,1,1,0.8,0.8,1,0.928571428571429,0.75,0.75,0.75,1,0.928571428571429,0.928571428571429,1
"stu_4103098730",0.777777777777778,1,1,1,1,0.928571428571429,0.625,1,0.8,0.833333333333333,0.888888888888889,0.866666666666667,0.5,0.666666666666667,1,0.75,0.9375,0.9375,1
"stu_de29e1fe2b",0.5,0.333333333333333,1,1,1,0.857142857142857,0.571428571428571,1,1,0.875,0.75,0.416666666666667,0.5,0.666666666666667,1,1,1,0.9375,0.571428571428571
"stu_995206e79a.1",0.833333333333333,1,1,1,1,0.857142857142857,0.625,1,1,0.888888888888889,0.833333333333333,0.928571428571429,0.625,1,0.75,0.833333333333333,1,0.933333333333333,0.888888888888889
"stu_3e5d88db37",1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,0.666666666666667,0.9,0.9,1
"stu_fcd7f11e1b",1,1,1,0.857142857142857,1,1,1,1,0.75,1,0.833333333333333,0.923076923076923,0.8,1,1,1,1,1,0.857142857142857
"stu_a7aa32bed1.1",1,1,1,1,1,0.777777777777778,0.666666666666667,1,0.666666666666667,1,1,0.888888888888889,0.666666666666667,0.666666666666667,1,0.8,0.9,0.9,1
"stu_69afd07587.1",0.8,1,1,0.833333333333333,0.75,0.9,0.6,1,1,1,1,0.7,0.25,1,1,1,0.8,1,0.5
"stu_34c5cc05f5.1",0.444444444444444,0.714285714285714,1,0.875,1,0.555555555555556,0.5,0.75,0.5,0.833333333333333,1,0.214285714285714,0.2,0.75,1,0.444444444444444,0.933333333333333,0.8,0.857142857142857
"stu_53b1a5e5ed.1",0.857142857142857,0.714285714285714,1,0.888888888888889,1,0.875,0.571428571428571,0.666666666666667,0.4,1,0.571428571428571,0.5625,0.333333333333333,1,0.5,0.857142857142857,0.941176470588235,0.941176470588235,0.857142857142857
"stu_5c2e202a86",1,1,1,1,1,0.928571428571429,0.666666666666667,1,1,1,1,0.933333333333333,0.6,1,1,1,1,1,1
