"","Calculate.decimal.from.given.improper.fraction","Calculate.decimal.from.given.mixed.number","Calculate.decimal.from.given.percent","Calculate.improper.fraction.from.given.decimal","Calculate.improper.fraction.from.given.mixed.number","Calculate.improper.fraction.from.given.percent","Calculate.numerator.of.mixed.number.from.given.decimal","Calculate.numerator.of.mixed.number.from.given.improper.fraction","Calculate.numerator.of.mixed.number.from.given.model","Calculate.numerator.of.mixed.number.from.given.percent","Calculate.percent.from.given.decimal","Calculate.percent.from.given.improper.fraction","Calculate.percent.from.given.mixed.number","Calculate.whole.number.part.of.mixed.number.from.given.decimal","Calculate.whole.number.part.of.mixed.number.from.given.improper.fraction","Calculate.whole.number.part.of.mixed.number.from.given.model","Calculate.whole.number.part.of.mixed.number.from.given.percent","Enter.decimal.from.given.model","Enter.given.decimal","Enter.given.improper.fraction","Enter.given.percent","Enter.improper.fraction.from.given.model","Enter.numerator.of.given.mixed.number","Enter.percent.from.given.model","Enter.whole.number.part.of.given.mixed.number","Identify.that.a.mixed.number.can.cannot.be.simplified","Identify.that.an.improper.fraction.can.cannot.be.simplified"
"stu_49ccce68fd.1",0.75,1,1,1,1,1,1,1,0.875,1,1,1,1,1,1,0.875,1,0.625,1,0.75,1,0.625,1,1,1,0.933333333333333,1
"stu_50b684abc2",1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_a588fbe18b",1,0.625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8,0.866666666666667
"stu_4ee9c1f341.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,0.875,1
"stu_bb155deb7d",1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_cbb4f67649.1",1,1,0.833333333333333,1,1,0.857142857142857,1,1,1,1,1,1,1,1,1,1,0.666666666666667,1,1,1,1,1,1,1,1,0.636363636363636,0.818181818181818
"stu_f60225a3cd",0.8,1,1,0.5,1,1,1,0.8,1,1,0.6,0.833333333333333,1,0.857142857142857,1,1,1,0.625,0.857142857142857,0.833333333333333,0.75,0.625,1,1,1,0.92,0.6
"stu_be855d65d7",1,0.75,0.625,0.571428571428571,0.75,1,0.75,1,1,1,1,1,1,0.888888888888889,1,1,1,1,0.875,1,1,0.6,1,1,1,0.961538461538462,0.923076923076923
"stu_5a27d69711.3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.875,0.875
"stu_7b4cfa008a.1",0.75,1,0.75,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,0.75,1,1,1,1,1,0.818181818181818,0.727272727272727
"stu_1b87a2e805.1",1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,0.909090909090909,1
"stu_fc3841718f",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_de1552e5f6",1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_b69024c705",1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,0.75,1,0.75,1,1,0.785714285714286
"stu_7ba558477f",0.5,0.75,0.625,0.666666666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.857142857142857,1,0.875,1,1,1,1,0.846153846153846,0.692307692307692
"stu_d6b6f9ccba.2",1,0.75,0.75,1,1,1,1,1,1,1,1,1,1,1,0.833333333333333,1,1,0.833333333333333,1,0.666666666666667,1,0.666666666666667,1,0.833333333333333,1,1,0.75
"stu_744132e408",1,0.833333333333333,0.75,1,0.8,1,1,1,1,1,0.6,1,0.833333333333333,1,1,1,1,0.75,1,1,1,1,0.833333333333333,1,1,0.684210526315789,0.684210526315789
"stu_d8108617a5.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_85c0e7759c",1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_62dd291c05",1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.875,0.875
"stu_f4fbafebc5.1",1,1,1,0.9,0.833333333333333,1,1,0.833333333333333,1,1,0.545454545454545,0.833333333333333,1,1,0.666666666666667,1,1,1,1,0.833333333333333,1,1,0.8,1,1,0.64,0.64
"stu_0d880b24dc",1,0.75,1,1,1,1,1,0.75,1,1,1,1,1,1,0.75,1,1,1,1,0.75,1,1,1,1,1,0.545454545454545,0.727272727272727
"stu_0eab96fab5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_7eff5f4168.1",1,0.555555555555556,1,0.666666666666667,0.875,1,0.8,1,1,1,0.666666666666667,1,0.875,1,1,1,1,1,0.833333333333333,1,1,1,1,1,1,0.954545454545455,0.681818181818182
"stu_14879f5731",1,1,1,1,1,1,1,1,0.714285714285714,1,1,1,1,1,1,0.875,1,0.833333333333333,1,0.75,1,0.857142857142857,1,0.571428571428571,1,0.857142857142857,0.785714285714286
"stu_0270bc5e1a",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,0.875,0.875
"stu_e6b99a1351",1,1,0.75,0.75,1,1,0.75,1,1,1,1,1,1,0.75,1,1,1,0.75,1,1,1,1,1,0.75,1,1,0.857142857142857
"stu_44b3319226",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8
"stu_b2e5c451b1",1,1,0.75,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8,0.846153846153846,1
"stu_7757280e1d",1,1,0.75,1,1,1,0.75,1,1,0.75,1,0.75,1,1,1,1,0.75,1,1,1,1,1,1,1,1,0.857142857142857,0.714285714285714
"stu_5115ebba1f.1",1,0.8,0.75,0.8,1,1,0.8,1,1,0.8,0.666666666666667,1,0.75,0.8,1,1,1,1,1,1,1,1,1,1,1,0.875,0.875
"stu_a1b1527991.1",1,1,1,1,1,1,1,1,1,1,0.6,1,1,1,1,1,1,1,0.8,1,1,1,1,1,1,0.777777777777778,0.666666666666667
"stu_456713d7b0.1",0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.714285714285714,1,1,1,0.866666666666667,0.733333333333333
"stu_41f3eed149.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.833333333333333,1,0.833333333333333,1,1,1,0.8,1,1,1,1,0.9
"stu_04fd892278",1,0.666666666666667,1,1,0.833333333333333,1,1,1,0.833333333333333,1,1,1,0.833333333333333,1,1,0.666666666666667,1,1,1,1,1,1,1,0.833333333333333,1,0.933333333333333,0.933333333333333
"stu_6df4e5eaad",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_03035c6d7d",1,1,1,0.5,1,1,0.5,0.8,0.833333333333333,1,0.5,1,1,1,1,1,1,1,1,1,1,0.666666666666667,1,0.833333333333333,1,1,0.928571428571429
"stu_ec04ac74c2",0.833333333333333,1,1,1,1,1,1,0.833333333333333,0.857142857142857,1,1,1,1,1,0.666666666666667,0.857142857142857,1,1,1,1,1,0.714285714285714,0.8,0.625,1,1,1
"stu_9b100d1d39",1,0.625,1,1,1,1,1,1,0.833333333333333,1,1,1,0.909090909090909,1,1,0.714285714285714,1,0.833333333333333,1,1,1,1,1,1,1,0.571428571428571,0.619047619047619
"stu_2f01077869.1",0.833333333333333,1,0.75,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,0.75,1,1,1,1,1,1,1,0.909090909090909,0.909090909090909
"stu_a64cedfe48",1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,0.6,1,1,1,1,1,1,0.941176470588235
"stu_84bb04f9cb.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666666666667,0.833333333333333
"stu_1b87a2e805.2",1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,0.909090909090909,1
"stu_31974f345f.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,0.875,1
"stu_591961b596",1,1,1,0.75,1,1,0.75,1,1,0.75,0.75,1,1,1,1,1,0.75,1,0.75,1,0.75,1,1,1,1,0.909090909090909,0.636363636363636
"stu_66e39c33fa",1,1,1,1,0.75,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_e59e73f573",1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_6058aea8d7.1",1,1,1,0.666666666666667,1,1,1,1,1,1,0.666666666666667,1,1,1,1,1,1,0.875,1,1,1,0.6,1,1,1,0.857142857142857,0.857142857142857
"stu_2923cb8420.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,0.625,0.625
"stu_f7423b2b4f.1",1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_394ad85de6",0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1
"stu_fe4df5ed5e",1,0.75,1,0.666666666666667,1,1,0.8,1,1,1,0.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.916666666666667,1
"stu_00c45ee298.1",1,1,1,1,1,1,1,1,1,1,1,0.8,1,1,0.833333333333333,1,1,1,1,1,1,1,1,1,1,0.9,0.8
"stu_c1241f8b42",1,1,0.75,1,0.75,1,1,1,0.75,0.75,1,1,1,1,1,1,1,0.75,1,1,1,0.75,1,1,1,0.588235294117647,0.647058823529412
"stu_11759e33e0",1,1,0.75,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,0.75,1,1,0.857142857142857,0.714285714285714
"stu_2e04564bd7.1",0.75,0.75,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_81da7cbafa",1,1,1,0.5,1,1,1,1,1,1,0.5,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0.888888888888889
"stu_184046d7dc",1,0.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,0.8,1,1,0.846153846153846,0.692307692307692
"stu_bb0cb558b6.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8,1,1,1,1,1,0.75,1,1,0.666666666666667,0.583333333333333
"stu_cdfd58a63e.1",1,0.833333333333333,1,1,1,0.857142857142857,1,1,1,0.714285714285714,0.8,1,0.833333333333333,1,1,1,1,1,1,1,0.857142857142857,0.833333333333333,0.833333333333333,1,1,0.692307692307692,0.538461538461538
"stu_073efaba98.1",1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_ea49cd6f86.2",1,1,1,0.666666666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.777777777777778
"stu_122b141042",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,0.75,1,1,1,1,1,1,1,1,1
"stu_d789d5684a",1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,0.75
"stu_84bb04f9cb.3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666666666667,0.833333333333333
"stu_20343f83d6",1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,0.875,0.75
"stu_5a3b5761ed.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.833333333333333,1,0.833333333333333,1,1,1,0.8,1,1,1,0.923076923076923,0.846153846153846
"stu_0c4491e5f8.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_13b942362c.2",1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.875,0.75
"stu_fed39bdf26.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.714285714285714,0.571428571428571
"stu_64e73c7177.1",0.75,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,0.75,1,0.8,1,1,1,1,1,0.857142857142857,0.928571428571429
"stu_f94a548b5c.1",0.5,1,0.75,1,1,1,1,0.833333333333333,1,1,1,0.666666666666667,1,1,0.833333333333333,1,1,1,0.75,0.8,1,0.666666666666667,1,0.833333333333333,1,0.857142857142857,0.952380952380952
"stu_122e9eed56",1,1,1,0.416666666666667,0.8,1,0.333333333333333,1,0.6,1,0.666666666666667,1,1,0.636363636363636,1,0.888888888888889,0.5,0.7,0.666666666666667,1,1,0.777777777777778,0.8,0.9,1,0.962962962962963,0.777777777777778
"stu_6f135d1ed4.1",1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,0.75,0.75,0.75,1,1,0.909090909090909
"stu_97d8cb8b66.1",1,0.8,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.833333333333333,0.75,1,0.8125,0.75
"stu_53b1a5e5ed.2",1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,0.75,1,1
"stu_6bb43036ad",1,1,1,1,1,1,1,1,1,1,0.666666666666667,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,0.8,0.7
"stu_456ba10310.1",0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1
"stu_303165189d",0.857142857142857,1,1,1,1,1,1,0.833333333333333,1,1,1,0.875,1,1,0.8,1,1,1,1,1,1,1,1,1,1,0.833333333333333,0.833333333333333
"stu_f971c6e5b0.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.875,0.875
"stu_63630e5a01.1",1,0.8,1,1,1,1,1,1,0.888888888888889,1,1,1,0.714285714285714,1,1,0.888888888888889,1,0.625,1,1,1,0.777777777777778,1,0.555555555555556,1,0.842105263157895,0.736842105263158
"stu_dd30e1fd88.1",0.666666666666667,1,1,0.75,1,1,0.75,1,0.75,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.875,0.75
"stu_50cb974c57.2",1,0.833333333333333,1,1,1,1,1,1,1,1,1,1,1,0.75,1,0.857142857142857,1,0.666666666666667,0.75,1,1,0.857142857142857,1,0.857142857142857,1,0.789473684210526,0.842105263157895
"stu_bcdf1aa2d7",0.8,1,1,0.833333333333333,1,1,1,0.6,1,1,1,1,1,0.833333333333333,0.8,1,1,0.75,0.666666666666667,1,1,0.75,1,1,1,0.764705882352941,0.823529411764706
"stu_e1e5958c7f",1,1,1,0.5,1,0.75,0.5,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,0.916666666666667,0.666666666666667
"stu_f971c6e5b0.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.875,0.875
"stu_e521a15f7c",1,0.75,1,1,0.75,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1
"stu_599382196a",1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.875,0.875
"stu_e2f6616046.2",1,0.833333333333333,1,1,0.8,1,1,1,0.75,1,1,1,0.833333333333333,1,1,1,1,1,1,1,1,1,1,0.75,1,0.846153846153846,0.846153846153846
"stu_f9a33412f2",0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.625
"stu_ab2cb0c613",1,1,1,1,1,1,1,1,1,1,0.857142857142857,1,1,1,1,1,1,0.8,1,1,1,1,1,1,1,1,0.956521739130435
"stu_8344ae8683",0.75,0.75,0.75,0.75,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,0.941176470588235,0.941176470588235
"stu_07210d4475",0.833333333333333,0.75,0.6,0.8,1,1,1,0.8,0.833333333333333,1,0.6,0.833333333333333,1,1,1,1,1,0.833333333333333,1,0.833333333333333,1,0.666666666666667,1,1,1,1,1
"stu_0371ed13d0.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.833333333333333
"stu_53b1a5e5ed.3",1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,0.75,1,1
"stu_ae990155ce.2",1,0,1,1,1,1,1,1,0.666666666666667,1,1,1,1,1,1,0.666666666666667,1,0.666666666666667,1,1,1,0.25,1,1,1,0.714285714285714,1
"stu_4d949969d4",0.8,1,1,1,1,1,1,0.8,1,1,1,0.6,1,1,1,1,1,1,1,1,1,1,1,1,1,0.888888888888889,1
"stu_21d4b16b2f.1",1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,0.75,1,1,1,0.928571428571429
"stu_84a93697e3.1",0.75,0.8,1,1,1,1,1,1,1,1,1,0.75,1,1,0.888888888888889,1,1,1,1,0.75,1,0.75,1,1,1,0.842105263157895,0.578947368421053
"stu_3bf595f287",1,1,1,0.5,1,0.75,1,1,1,1,1,1,1,1,1,1,1,0.666666666666667,0.5,1,0.75,0.666666666666667,1,0.833333333333333,1,0.846153846153846,0.642857142857143
"stu_13b942362c.3",1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.875,0.75
"stu_71864df182.2",1,1,1,1,1,1,0.75,1,0.875,1,1,1,1,1,1,1,1,0.875,1,1,1,0.625,1,0.857142857142857,1,0.833333333333333,0.833333333333333
"stu_748bf7363f",1,0.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.777777777777778
"stu_a20eb7115f.1",1,0.666666666666667,0.6,1,1,1,1,0.75,1,0.8,1,0.8,1,1,1,1,1,1,1,1,1,1,1,0.75,1,0.761904761904762,0.904761904761905
"stu_59e3611d77.1",1,1,1,1,1,1,1,1,0.75,0.75,1,1,1,1,1,1,0.8,0.875,1,1,0.8,0.7,1,1,1,1,0.944444444444444
"stu_105e923e1c",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.833333333333333,0.5
"stu_e50e7dcd46.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666666666667,0.666666666666667,1,0.666666666666667,1,1,1,0.666666666666667,0.666666666666667,0.666666666666667,1,1,0.909090909090909
"stu_1f183beb60",1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,0.833333333333333,1,1,1,1,1,1,1,1,1,0.8
"stu_a36bde4285",1,1,1,1,1,1,1,1,1,1,0.75,1,1,0.75,1,0.8,1,1,1,1,1,1,1,1,1,0.714285714285714,0.714285714285714
"stu_c393989952",0.8,1,1,1,1,0.75,1,0.857142857142857,0.777777777777778,0.75,1,0.5,1,1,0.666666666666667,0.888888888888889,1,1,1,0.888888888888889,1,0.625,1,1,1,0.769230769230769,0.461538461538462
"stu_d2c162e480",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.714285714285714,1,1,1,0.714285714285714,1,0.857142857142857,1,0.75,0.583333333333333
"stu_bdd2cb1fc5",1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,0.75,1,1,1,1,0.909090909090909
"stu_4e7f1daf0e",0.75,0.75,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1
"stu_9e86e1a742.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6
"stu_fae20a3496",1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.875,1
"stu_14ee0e9774.2",0.75,1,1,1,1,1,0.875,1,1,1,0.625,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,0.833333333333333,0.833333333333333
"stu_c8d4a59dd0.1",1,1,0.6,1,1,1,1,1,1,1,1,1,1,1,1,0.833333333333333,1,0.666666666666667,0.75,1,1,0.857142857142857,1,1,1,0.857142857142857,0.80952380952381
"stu_67f5789b24",1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_23f06e5549.1",1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_a418f07b69.1",1,1,1,0.8,1,0.75,1,1,0.75,0.75,0.8,1,1,0.5,0.75,0.75,0.75,0.75,0.8,1,1,0.75,1,1,1,0.888888888888889,0.666666666666667
"stu_82e77b8175",0.666666666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,0.923076923076923,0.923076923076923
"stu_d294736ced",0.666666666666667,1,1,0.8,0.8,0.75,1,1,1,1,1,1,0.833333333333333,1,1,1,1,1,0.833333333333333,1,1,1,1,1,0.833333333333333,0.8,0.64
"stu_88aef2b629.1",1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_28256c3f94.2",0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9
"stu_eb9aca0b31",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_a8d7afeeb2.1",1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0.928571428571429
"stu_d4acba0582.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8
"stu_d7c915ecf1",1,1,0.6,0.5,1,1,0.5,1,1,0.75,0.5,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,0.888888888888889,0.888888888888889
"stu_101f15ce34.1",1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8,1,1,1,1,1,1,1,0.866666666666667,0.6
"stu_d80e206e62",1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_feb98866d9.1",1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.875,0.75
"stu_93bf58d536",0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,0.875,0.625
"stu_b9f28f6c41.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.875
"stu_66e72556c3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1
"stu_825889473a",1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666666666667
"stu_a781da86f3.1",1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_e1e5958c7f.1",1,1,1,0.5,1,0.75,0.5,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,0.916666666666667,0.666666666666667
"stu_022b29a427",1,0.833333333333333,1,1,0.666666666666667,1,1,1,0.8,1,1,1,0.833333333333333,1,1,0.666666666666667,1,1,1,1,1,0.666666666666667,1,0.8,1,0.882352941176471,0.823529411764706
"stu_d72a9c2ff6",1,1,1,1,0.75,1,1,1,1,1,0.75,1,1,1,1,1,0.75,1,0.75,1,0.75,1,0.75,1,1,0.882352941176471,0.823529411764706
"stu_e521a15f7c.1",1,0.75,1,1,0.75,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1
"stu_4c29b7ac41",0.75,1,1,0.666666666666667,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,0.842105263157895,0.473684210526316
"stu_5bbdf85d81",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_f1113c035c.1",1,1,1,0.75,1,1,0.75,1,1,0.75,0.75,1,1,1,1,1,1,0.75,0.75,1,1,1,1,1,1,0.928571428571429,0.857142857142857
"stu_904dfa1b56.1",1,1,1,0.5,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,0.923076923076923,0.769230769230769
"stu_71f25ac185.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8
"stu_153a687582",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_184046d7dc.1",1,0.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,0.8,1,1,0.846153846153846,0.692307692307692
"stu_d1c12ffcec.2",0.75,1,0.75,0.75,1,1,1,1,1,0.75,0.75,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,0.928571428571429
"stu_99e46a3a04",1,0.75,1,1,0.571428571428571,1,1,1,0.857142857142857,1,1,1,0.818181818181818,1,1,1,1,0.666666666666667,1,0.75,1,0.666666666666667,0.75,1,0.9,0.75,0.625
"stu_23f06e5549.2",1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_ab5751fc55.2",1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.625
"stu_f49cda7df0",1,0.777777777777778,1,1,0.625,1,1,1,1,1,0.6,1,1,0.6,1,1,1,1,1,1,1,0.5,1,0.75,0.9,0.952380952380952,1
"stu_122b141042.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,0.75,1,1,1,1,1,1,1,1,1
"stu_249ab7dfd4.2",1,1,0.75,0.5,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,0.75
"stu_929901328f.1",1,1,0.75,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,0.818181818181818
"stu_358ee4937c",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8
"stu_73d3fd0787.1",1,1,1,1,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9,0.9
"stu_eadd4ceca3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_86cfdc5954.1",1,1,0.75,1,1,0.75,1,1,1,1,1,1,1,1,1,0.833333333333333,1,0.833333333333333,1,1,1,0.666666666666667,1,0.833333333333333,1,1,1
"stu_e1ec369fe5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_74cc12c699.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,0.75,0.625
